,EDAD,AVG_DH,MINUTES_DH,EXPERIENCIA,GENERO,TRACK_DH,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,DIAS_EMP
7621,38.0,,3601.5,22.8,,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,90.0
7681,38.0,3.8,4758.7,23.2,MASCULINO,PROGRAMACION,ARGENTINA,,ENGINEERING,89.0
7548,34.0,2.7,2855.4,17.7,FEMENINO,,ARGENTINA,TERTIARY,,102.0
4537,39.0,4.1,4753.0,,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,100.0
1481,27.0,3.2,4322.1,5.9,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
5511,39.0,3.9,4730.6,,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
3112,,3.2,4325.1,12.0,,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,95.0
947,,4.0,4709.6,,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
4065,31.0,3.4,4639.0,11.1,,DATA,ARGENTINA,,,87.0
8048,38.0,,4573.4,23.9,MASCULINO,DATA,BRAZIL,POST_GRADUATE,,87.0
2594,36.0,2.9,3510.4,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
3818,31.0,3.8,4570.6,12.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,87.0
3502,34.0,3.2,4238.0,16.7,FEMENINO,DATA,,UNIVERSITARY,,96.0
1061,32.0,3.7,4709.3,13.1,,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,96.0
4242,38.0,,4516.2,23.4,FEMENINO,PROGRAMACION,,TERTIARY,DEVELOPMENT,102.0
1657,30.0,3.5,4573.4,8.6,MASCULINO,,ARGENTINA,UNIVERSITARY,,86.0
2807,32.0,3.0,3837.6,14.4,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,81.0
5476,32.0,4.3,5204.7,13.8,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
5439,26.0,3.4,4624.5,3.7,,,ARGENTINA,TERTIARY,COMMERCIAL,88.0
2873,33.0,4.1,4732.9,14.6,MASCULINO,MARKETING,ARGENTINA,TERTIARY,,89.0
6854,32.0,3.3,,13.0,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
8052,40.0,4.2,4971.2,25.9,MASCULINO,PROGRAMACION,BRAZIL,TERTIARY,ENGINEERING,92.0
7931,34.0,3.3,4512.8,17.1,FEMENINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,98.0
1839,36.0,,,18.5,FEMENINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,98.0
1627,26.0,3.9,4633.2,5.4,FEMENINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,92.0
6035,,3.2,,11.0,,DATA,ARGENTINA,UNIVERSITARY,BUSINESS,88.0
8401,37.0,3.8,4593.0,20.7,FEMENINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,100.0
4909,30.0,,4559.1,9.2,FEMENINO,PROGRAMACION,,UNIVERSITARY,DEVELOPMENT,96.0
2546,38.0,3.3,4518.8,22.2,MASCULINO,,,UNIVERSITARY,COMMERCIAL,87.0
533,,,,11.8,MASCULINO,EJECUTIVO,BRAZIL,UNIVERSITARY,DEVELOPMENT,88.0
3731,32.0,3.2,4381.3,12.2,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,87.0
3562,40.0,4.3,5169.1,24.5,MASCULINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,91.0
7448,40.0,2.9,3481.2,25.2,MASCULINO,DATA,,UNIVERSITARY,ENGINEERING,93.0
4438,52.0,3.0,3861.0,29.2,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,94.0
5088,31.0,,3862.5,12.2,,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
4878,33.0,3.5,4606.4,,MASCULINO,DATA,BRAZIL,,ENGINEERING,85.0
7347,,3.4,4598.5,15.0,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,86.0
3428,31.0,3.6,4690.7,12.5,MASCULINO,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,87.0
4486,35.0,3.8,4600.4,18.9,FEMENINO,,ARGENTINA,POST_GRADUATE,DEVELOPMENT,99.0
660,,3.8,4577.4,16.6,MASCULINO,DATA,ARGENTINA,,DEVELOPMENT,88.0
7283,34.0,4.1,,,FEMENINO,DATA,,,,96.0
2482,30.0,4.3,5134.7,11.0,MASCULINO,EJECUTIVO,ARGENTINA,,ENGINEERING,84.0
1624,41.0,3.8,4644.8,26.2,MASCULINO,EJECUTIVO,ARGENTINA,,COMMERCIAL,94.0
2829,33.0,3.1,4079.9,15.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
3567,35.0,3.2,4269.5,19.3,FEMENINO,DATA,MEXICO,,ENGINEERING,98.0
650,28.0,3.1,4042.9,8.6,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,82.0
244,33.0,3.4,4513.5,15.0,MASCULINO,DATA,,UNIVERSITARY,DEVELOPMENT,88.0
4987,28.0,3.8,4679.9,6.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
6662,40.0,3.2,,24.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
2468,37.0,3.8,,21.4,,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,96.0
2973,37.0,3.9,4613.3,,MASCULINO,PROGRAMACION,ARGENTINA,,DEVELOPMENT,91.0
7734,28.0,3.5,4524.6,,MASCULINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,84.0
6189,30.0,3.3,4401.8,11.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,BUSINESS,88.0
3806,34.0,3.3,4534.6,15.8,FEMENINO,PROGRAMACION,MEXICO,UNIVERSITARY,DEVELOPMENT,98.0
7508,,3.2,4400.8,15.1,MASCULINO,DATA,,UNIVERSITARY,DEVELOPMENT,87.0
6806,,,4602.2,20.8,FEMENINO,PROGRAMACION,BRAZIL,,,101.0
3469,36.0,,,19.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
3092,42.0,3.2,4370.2,27.4,,MARKETING,BRAZIL,TERTIARY,DEVELOPMENT,94.0
5298,33.0,3.4,4641.3,14.8,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
6352,,3.4,4596.7,4.7,MASCULINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,85.0
3569,40.0,2.9,3599.8,25.1,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,BUSINESS,94.0
2378,32.0,3.0,3932.8,13.5,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,96.0
2835,33.0,4.0,4678.7,13.7,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,DEVELOPMENT,88.0
1679,29.0,3.3,,8.7,FEMENINO,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,92.0
8770,32.0,3.6,4711.9,13.3,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
5915,,3.2,4339.7,18.1,MASCULINO,,BRAZIL,UNIVERSITARY,ENGINEERING,88.0
3793,32.0,3.2,4288.7,,MASCULINO,MARKETING,MEXICO,TERTIARY,DEVELOPMENT,93.0
3027,,3.3,4493.5,14.0,MASCULINO,DATA,ARGENTINA,,COMMERCIAL,84.0
5041,37.0,3.4,,,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,97.0
2912,29.0,3.4,4588.4,8.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,95.0
6521,43.0,4.2,,29.0,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,94.0
7919,31.0,2.7,,11.4,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,88.0
2635,33.0,3.4,4509.6,15.7,FEMENINO,,BRAZIL,UNIVERSITARY,COMMERCIAL,96.0
4623,40.0,3.3,4463.3,26.5,MASCULINO,DATA,ARGENTINA,TERTIARY,DEVELOPMENT,92.0
2925,38.0,3.7,4688.5,22.9,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,87.0
8192,35.0,,4692.8,16.8,,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,85.0
881,41.0,3.6,4665.2,25.7,FEMENINO,DATA,BRAZIL,TERTIARY,ENGINEERING,101.0
1611,32.0,4.3,5114.4,13.3,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,96.0
8803,28.0,3.5,4581.0,,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,,86.0
758,40.0,3.5,4534.4,26.0,MASCULINO,MARKETING,,POST_GRADUATE,ENGINEERING,90.0
1413,30.0,4.1,,9.3,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,83.0
8845,41.0,3.4,4484.1,25.7,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,102.0
57,,,4180.8,15.5,MASCULINO,,MEXICO,,COMMERCIAL,85.0
5984,33.0,3.3,4416.5,16.3,MASCULINO,MARKETING,ARGENTINA,,DEVELOPMENT,88.0
4286,34.0,,4597.2,16.2,MASCULINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,86.0
1158,,3.3,4374.9,18.9,FEMENINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
3290,32.0,3.5,4656.9,14.2,MASCULINO,DATA,BRAZIL,POST_GRADUATE,ENGINEERING,86.0
4017,35.0,3.1,4186.0,19.1,MASCULINO,PROGRAMACION,,,ENGINEERING,86.0
2758,37.0,,4068.7,20.0,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,88.0
6011,30.0,3.7,4563.3,10.8,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,84.0
7816,29.0,2.8,3195.8,9.4,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
3519,,3.7,4553.4,21.5,,,ARGENTINA,TERTIARY,,95.0
8655,30.0,,,9.8,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,86.0
7321,35.0,2.7,2913.2,,FEMENINO,DATA,ARGENTINA,,,99.0
2879,31.0,2.8,3344.2,11.0,MASCULINO,DATA,BRAZIL,,,84.0
3523,39.0,3.6,4725.2,24.3,MASCULINO,EJECUTIVO,MEXICO,TERTIARY,ENGINEERING,89.0
1801,33.0,3.3,4509.1,14.2,,DATA,ARGENTINA,,COMMERCIAL,88.0
5423,25.0,3.3,4481.2,2.4,FEMENINO,,,UNIVERSITARY,ENGINEERING,94.0
2185,35.0,3.3,,16.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
6653,22.0,3.2,4324.3,1.0,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
4262,28.0,4.3,5071.5,6.4,FEMENINO,,BRAZIL,POST_GRADUATE,ENGINEERING,93.0
7563,,,4492.0,15.5,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
1767,,3.4,4591.4,24.1,FEMENINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
3250,38.0,2.8,3233.6,,FEMENINO,EJECUTIVO,,UNIVERSITARY,ENGINEERING,97.0
1780,29.0,3.1,4195.1,,MASCULINO,DATA,MEXICO,POST_GRADUATE,,82.0
5295,28.0,3.4,4442.8,7.6,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,DEVELOPMENT,88.0
8670,39.0,3.1,4101.0,24.2,MASCULINO,,,TERTIARY,,100.0
1324,,3.2,4269.6,,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,83.0
7355,35.0,,,19.5,MASCULINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,90.0
8524,34.0,3.0,3863.5,16.1,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,,88.0
4827,37.0,3.3,4377.0,22.1,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,BUSINESS,93.0
1675,,3.3,4521.1,30.4,MASCULINO,MARKETING,ARGENTINA,POST_GRADUATE,DEVELOPMENT,94.0
7784,35.0,4.2,5011.1,,MASCULINO,DATA,,POST_GRADUATE,ENGINEERING,87.0
448,33.0,,4657.0,14.7,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,88.0
3761,,3.3,,,MASCULINO,DATA,MEXICO,,ENGINEERING,84.0
7199,38.0,4.0,4819.1,22.0,,MARKETING,ARGENTINA,,DEVELOPMENT,90.0
1079,,3.5,4523.7,22.0,MASCULINO,PROGRAMACION,MEXICO,TERTIARY,ENGINEERING,91.0
5959,36.0,3.5,4584.0,18.5,MASCULINO,DATA,,UNIVERSITARY,COMMERCIAL,87.0
2592,,3.5,4577.0,14.5,FEMENINO,DATA,,TERTIARY,DEVELOPMENT,98.0
8853,40.0,2.4,1679.5,24.9,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,94.0
3239,,2.6,2512.8,,MASCULINO,,BRAZIL,POST_GRADUATE,ENGINEERING,87.0
274,40.0,3.5,4586.9,23.7,,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,92.0
4940,31.0,3.8,4724.6,,FEMENINO,MARKETING,MEXICO,,ENGINEERING,93.0
5711,35.0,,4703.0,18.0,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,87.0
7079,35.0,3.8,,18.0,MASCULINO,EJECUTIVO,ARGENTINA,TERTIARY,COMMERCIAL,90.0
2602,39.0,,,22.5,FEMENINO,PROGRAMACION,ARGENTINA,,ENGINEERING,98.0
5468,33.0,,4419.0,13.6,FEMENINO,DATA,ARGENTINA,TERTIARY,,99.0
7087,31.0,3.8,4611.7,12.1,,DATA,BRAZIL,UNIVERSITARY,BUSINESS,97.0
2300,27.0,3.8,4565.6,4.8,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
5545,35.0,3.7,4684.9,18.2,MASCULINO,DATA,,TERTIARY,DEVELOPMENT,89.0
1984,,3.3,4418.3,16.0,FEMENINO,MARKETING,MEXICO,UNIVERSITARY,COMMERCIAL,97.0
4970,30.0,3.6,4690.6,11.4,FEMENINO,MARKETING,MEXICO,UNIVERSITARY,ENGINEERING,93.0
4553,36.0,3.8,4716.3,,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,97.0
8349,37.0,3.5,4617.1,20.4,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
4824,,3.3,4459.4,11.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,88.0
553,,3.4,4558.2,17.2,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,95.0
8514,37.0,3.4,,20.4,,DATA,,UNIVERSITARY,,88.0
2541,38.0,3.6,4628.2,22.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
494,30.0,3.3,4380.9,9.3,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,85.0
4035,39.0,4.0,4623.6,25.3,MASCULINO,MARKETING,BRAZIL,UNIVERSITARY,ENGINEERING,89.0
8177,32.0,3.6,4652.4,12.3,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,99.0
386,44.0,,4710.5,29.4,FEMENINO,DATA,,UNIVERSITARY,ENGINEERING,102.0
6601,31.0,4.2,5001.8,10.4,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,BUSINESS,91.0
8911,36.0,3.4,4493.4,20.3,FEMENINO,,,UNIVERSITARY,ENGINEERING,99.0
2220,27.0,3.6,,5.7,FEMENINO,,,UNIVERSITARY,COMMERCIAL,93.0
3982,36.0,3.2,4221.5,19.6,,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,88.0
2,35.0,3.1,4087.6,18.0,,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,89.0
5043,39.0,3.9,,22.6,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,102.0
8966,28.0,4.1,4754.0,6.5,MASCULINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,84.0
1916,38.0,3.9,,20.8,FEMENINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,99.0
3872,42.0,3.2,4361.3,27.6,FEMENINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,99.0
540,24.0,3.1,4168.4,2.1,MASCULINO,DATA,MEXICO,TERTIARY,ENGINEERING,87.0
4245,38.0,3.5,,23.3,,PROGRAMACION,MEXICO,TERTIARY,COMMERCIAL,102.0
4764,30.0,3.4,4464.2,9.6,,MARKETING,BRAZIL,TERTIARY,ENGINEERING,96.0
7171,21.0,3.8,4631.5,0.3,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,95.0
7648,29.0,3.4,4462.1,7.4,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
941,37.0,4.1,4730.4,21.0,MASCULINO,DATA,,UNIVERSITARY,,87.0
582,25.0,3.5,4595.7,3.0,,DATA,BRAZIL,UNIVERSITARY,BUSINESS,99.0
6240,,3.7,4676.5,10.8,MASCULINO,PROGRAMACION,ARGENTINA,,BUSINESS,94.0
3397,43.0,,4639.0,28.7,MASCULINO,,ARGENTINA,POST_GRADUATE,ENGINEERING,89.0
8480,31.0,3.1,4112.3,10.7,FEMENINO,,MEXICO,TERTIARY,BUSINESS,99.0
8594,37.0,3.8,,21.8,,,BRAZIL,UNIVERSITARY,DEVELOPMENT,99.0
4300,,4.0,4655.4,,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,94.0
7606,,3.9,4753.7,11.6,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,84.0
3017,34.0,3.0,3821.8,15.9,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,MARKETING,100.0
4330,30.0,3.5,4605.9,10.1,MASCULINO,DATA,MEXICO,POST_GRADUATE,ENGINEERING,81.0
3662,31.0,4.0,4674.9,,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,84.0
5380,34.0,3.9,4734.5,16.1,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
2871,26.0,3.1,4077.1,5.0,MASCULINO,PROGRAMACION,ARGENTINA,,ENGINEERING,82.0
7073,37.0,3.9,4766.8,20.6,,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,89.0
5395,44.0,3.8,4592.2,30.7,FEMENINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,101.0
4572,22.0,3.6,4567.3,1.3,,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
2697,34.0,2.7,,,FEMENINO,PROGRAMACION,,POST_GRADUATE,COMMERCIAL,97.0
4949,36.0,3.2,4248.2,18.8,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,91.0
2208,33.0,3.7,,14.8,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,99.0
2507,33.0,2.9,,15.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
8746,36.0,3.2,,,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,97.0
1999,,3.8,4662.4,,FEMENINO,DATA,BRAZIL,POST_GRADUATE,COMMERCIAL,96.0
5463,,,4601.5,15.7,MASCULINO,PROGRAMACION,,,ENGINEERING,84.0
827,41.0,3.5,,26.4,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,91.0
3585,34.0,,4300.2,15.4,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,BUSINESS,90.0
3040,,3.5,,19.5,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,89.0
8073,38.0,3.6,4725.2,,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
105,25.0,3.1,4053.1,,,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
5453,33.0,3.3,4432.6,15.7,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,DEVELOPMENT,87.0
6262,33.0,3.5,4526.5,,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,95.0
6879,39.0,3.3,4346.5,24.8,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,87.0
4873,30.0,3.5,4547.4,10.1,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,83.0
4042,34.0,3.6,4735.7,16.1,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
3991,31.0,3.8,4653.0,11.8,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,93.0
2899,34.0,2.6,,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,92.0
2523,27.0,3.6,4546.7,6.1,FEMENINO,DATA,,TERTIARY,ENGINEERING,97.0
5323,36.0,3.1,4029.5,,,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,98.0
1448,24.0,3.8,4580.1,2.4,MASCULINO,DATA,BRAZIL,,ENGINEERING,83.0
7669,26.0,4.3,5058.2,4.5,FEMENINO,DATA,ARGENTINA,,BUSINESS,97.0
5443,42.0,4.0,4791.3,27.0,FEMENINO,,ARGENTINA,TERTIARY,COMMERCIAL,103.0
2502,29.0,3.1,,9.2,MASCULINO,,,TERTIARY,ENGINEERING,83.0
2533,34.0,3.4,4582.1,14.9,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,87.0
5009,,3.6,4553.3,17.1,FEMENINO,,MEXICO,TERTIARY,COMMERCIAL,99.0
5461,36.0,3.6,4555.2,19.8,MASCULINO,DATA,,UNIVERSITARY,DEVELOPMENT,88.0
4010,39.0,3.8,4635.8,23.2,,PROGRAMACION,ARGENTINA,TERTIARY,,92.0
4513,30.0,3.1,4154.8,10.6,FEMENINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,94.0
8824,36.0,3.7,,19.4,MASCULINO,EJECUTIVO,BRAZIL,TERTIARY,DEVELOPMENT,89.0
223,44.0,3.6,4591.3,28.3,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,101.0
443,,3.0,3843.3,28.2,,PROGRAMACION,,,,104.0
5904,27.0,3.8,4608.5,,MASCULINO,,,,BUSINESS,86.0
3993,35.0,,4760.6,17.9,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,DEVELOPMENT,89.0
8298,42.0,,4551.1,27.8,,,BRAZIL,UNIVERSITARY,ENGINEERING,90.0
8727,34.0,2.8,3232.6,16.6,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,97.0
1843,,,4630.9,24.5,MASCULINO,MARKETING,MEXICO,UNIVERSITARY,COMMERCIAL,89.0
298,41.0,3.5,,25.3,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,DEVELOPMENT,92.0
7932,27.0,3.2,,5.5,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,96.0
4026,28.0,3.7,4572.2,5.4,MASCULINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,86.0
1897,39.0,3.9,4651.4,25.1,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,91.0
6020,30.0,,4448.7,9.9,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,DEVELOPMENT,84.0
1933,46.0,4.6,5952.9,29.3,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
3691,35.0,4.0,4796.3,,FEMENINO,MARKETING,ARGENTINA,UNIVERSITARY,ENGINEERING,98.0
3343,27.0,3.7,4683.5,7.1,MASCULINO,PROGRAMACION,,TERTIARY,COMMERCIAL,84.0
3892,38.0,3.4,4452.1,23.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,89.0
2194,40.0,4.1,4870.4,,,DATA,ARGENTINA,TERTIARY,ENGINEERING,93.0
462,42.0,4.1,4700.5,27.4,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,91.0
7765,44.0,3.3,,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
6907,42.0,3.8,4668.3,27.1,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,COMMERCIAL,91.0
6749,41.0,3.9,4729.4,26.5,MASCULINO,,BRAZIL,UNIVERSITARY,ENGINEERING,88.0
3196,27.0,4.1,4801.3,4.5,FEMENINO,DATA,,UNIVERSITARY,ENGINEERING,93.0
6145,34.0,3.7,4696.2,15.8,,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,95.0
7854,30.0,3.4,,10.8,,,ARGENTINA,UNIVERSITARY,,86.0
2859,34.0,,4402.5,16.7,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,84.0
5464,31.0,4.1,4838.4,11.4,,PROGRAMACION,MEXICO,UNIVERSITARY,BUSINESS,96.0
4221,,2.8,3194.6,8.9,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,82.0
1823,32.0,,3913.2,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,86.0
7660,30.0,,4583.0,11.5,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,84.0
1883,20.0,3.8,4670.6,1.0,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,,91.0
4311,33.0,3.5,,16.5,MASCULINO,,ARGENTINA,UNIVERSITARY,,85.0
3228,,3.6,4722.2,,MASCULINO,PROGRAMACION,MEXICO,,ENGINEERING,85.0
933,,2.9,3575.1,6.4,MASCULINO,DATA,,UNIVERSITARY,ENGINEERING,85.0
5988,38.0,2.9,3510.2,,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,88.0
6796,38.0,4.3,5052.1,22.7,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,BUSINESS,91.0
6369,26.0,3.8,4685.2,4.5,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
2064,,3.5,,16.8,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
6929,35.0,3.3,4358.7,17.9,MASCULINO,DATA,ARGENTINA,,ENGINEERING,86.0
8383,44.0,,4542.7,29.7,MASCULINO,DATA,BRAZIL,,COMMERCIAL,92.0
1774,34.0,3.7,4643.6,15.7,FEMENINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,97.0
5811,29.0,4.2,4894.6,7.2,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
2706,38.0,,4375.2,23.3,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,89.0
4611,,4.3,,,FEMENINO,DATA,,UNIVERSITARY,ENGINEERING,97.0
3473,31.0,,4596.1,10.5,FEMENINO,DATA,MEXICO,POST_GRADUATE,COMMERCIAL,95.0
7256,40.0,3.6,4642.0,25.7,MASCULINO,DATA,MEXICO,UNIVERSITARY,COMMERCIAL,91.0
